Gene,baseMean,log2_FoldChange,FC,lfcSE,stat,pvalue,padj,minus_log10_pvalue
Agpat2,4778.979053,0.458132488,1.373762385,0.161614289,2.834727614,0.004586477,0.072167739,2.33852078
Agpat6,4822.253975,0.56293639,1.477272928,0.179735817,3.132021211,0.001736073,0.037171194,2.760432017
Agpat9,562.8572641,0.377263041,1.2988754,0.212949791,1.771605596,0.07646005,0.401856136,1.116565422
Agrn,710.3309874,-0.287815765,0.819141297,0.167005043,-1.723395648,0.084817001,0.424218342,1.071517088
Agt,12929.90331,0.263250328,1.200179612,0.162716492,1.617846623,0.105695656,0.471272629,0.975942861
Ahcy,10750.67219,0.609199159,1.525412216,0.155022676,3.929742239,8.50E-05,0.003960426,4.070581074
Ahnak,679.5115593,-0.792420327,0.577374651,0.159606644,-4.964832946,6.88E-07,9.33E-05,6.162411562
AI182371,1689.247126,0.308597056,1.238502736,0.187671316,1.644348545,0.100104227,0.458398568,0.999547584
AI317395,672.8737272,0.838180263,1.787793693,0.166514677,5.033671971,4.81E-07,6.98E-05,6.317854924
AI413582,102.4398066,-0.595549913,0.661792151,0.215868396,-2.758856433,0.005800401,0.083448612,2.236541981
AI427809,18.08465687,-0.547316064,0.684291976,0.29613568,-1.848193586,0.064574343,0.369992347,1.189940004
AI661453,402.2902536,-0.406908441,0.754237903,0.198254497,-2.052455036,0.040125461,0.284625349,1.396579965
AI662270,80.79178793,-0.664364323,0.630966658,0.247542529,-2.683839119,0.007278212,0.098360921,2.137975298
Aif1l,16.61660822,-0.606201047,0.656924261,0.296683073,-2.043261321,0.041026576,0.287833044,1.386934727
Ajuba,342.4067515,-0.335546897,0.792483665,0.211055274,-1.589853173,0.111867905,0.483575168,0.951294495
Ak1,21.01745344,-0.963419877,0.512839796,0.298138191,-3.231454089,0.001231621,0.029432053,2.909522915
Ak3,4192.860302,0.293403326,1.225527898,0.1603685,1.829557087,0.067316196,0.377943875,1.171880434
Ak6,78.32860153,-0.402354008,0.756622714,0.221755205,-1.814406151,0.069615219,0.38440494,1.157295806
Akap11,518.0565046,0.31816857,1.246746861,0.174092056,1.827588101,0.067611393,0.378914794,1.169980116
Akap8l,392.3458468,0.418727609,1.336748084,0.176327255,2.374718585,0.017562334,0.172686689,1.755417768
Akap9,855.1105821,0.367202643,1.289849412,0.170666652,2.151578168,0.031430593,0.247126186,1.502647425
Akr1a1,5088.341725,-0.302348247,0.810931384,0.150184423,-2.013179806,0.044095717,0.300590514,1.355603591
Akr1b8,94.92898664,-0.633549788,0.644588436,0.217255219,-2.916154511,0.00354375,0.060846179,2.450536924
Akr1c6,2580.836018,-0.370708893,0.773402379,0.2103998,-1.76192607,0.078081789,0.406031668,1.107450245
Akr1d1,1688.875791,0.421379749,1.339207719,0.148235798,2.842631502,0.004474277,0.071036101,2.349277132
Akr1e1,339.1224106,0.407154373,1.326067646,0.171522705,2.373763714,0.017607814,0.172686689,1.754294558
Akt1,1440.88235,-0.335216692,0.79266507,0.143230437,-2.340401239,0.019263032,0.182220576,1.715275354
Alb,954963.9921,0.61122388,1.527554528,0.170228106,3.590616687,0.000329896,0.011180703,3.48162295
Alcam,644.0191031,-0.494873841,0.70962373,0.151571886,-3.264944805,0.001094854,0.026971878,2.960643791
Aldh1l1,13018.02887,0.497691653,1.411952596,0.198019685,2.513344328,0.011959255,0.134128411,1.922295874
Aldh2,25281.12815,0.407222796,1.326130539,0.145182722,2.804898469,0.005033243,0.076372433,2.298152102
Aldh3a2,9258.853241,0.472825543,1.387824887,0.165880236,2.850403114,0.004366385,0.070087346,2.359877974
Aldh3b1,117.9819859,-0.828479534,0.563122408,0.252825301,-3.276885386,0.00104959,0.026313976,2.978980316
Aldh5a1,894.7678626,0.344565651,1.269768639,0.167646781,2.055307297,0.039849333,0.283296567,1.399578943
Aldh6a1,4731.879557,0.582315445,1.497250325,0.152506214,3.818306345,0.000134371,0.005621995,3.871694451
Aldh7a1,4011.27028,0.429911171,1.347150628,0.180944174,2.375932652,0.017504657,0.172491841,1.756846395
Aldh8a1,3095.270489,0.293555343,1.225657039,0.160060125,1.834031697,0.066649289,0.376144189,1.176204479
Aldh9a1,4172.445944,0.463062679,1.37846504,0.166131161,2.78733187,0.005314402,0.079040895,2.274545597
Aldoa,1939.365491,-0.432528372,0.740962086,0.186738454,-2.316225512,0.020545959,0.189718249,1.687273583
Aldob,73365.14692,0.423156521,1.340858056,0.132339771,3.197500775,0.00138624,0.032280682,2.858161574
Alkbh1,117.3385117,0.480535452,1.395261417,0.257413323,1.866785475,0.061931552,0.361366498,1.208088036
Alkbh8,66.34688439,0.471601591,1.386647985,0.241538585,1.952489669,0.050880096,0.323153726,1.293452078
Alox5ap,127.8489356,-0.700153442,0.615506739,0.257411198,-2.719980518,0.006528576,0.091150068,2.185181536
Amacr,2125.58722,0.31377097,1.242952333,0.15859802,1.978404076,0.04788314,0.312231351,1.319817378
Amdhd1,3932.955909,0.727991728,1.656331825,0.190365207,3.82418479,0.000131205,0.00552532,3.882049614
Amdhd2,306.6514413,-0.808426711,0.571004211,0.202995469,-3.982486483,6.82E-05,0.003321659,4.166215625
Amigo1,152.5499337,0.326246715,1.253747405,0.187600172,1.739053384,0.082025373,0.417022226,1.086051786
Amigo2,190.0008409,0.551297774,1.465403305,0.195407771,2.821268426,0.004783416,0.073721221,2.320261848
Amt,352.6005811,0.523608404,1.437546282,0.185821128,2.817808768,0.00483526,0.074161961,2.315580168
Amy1,2924.66704,0.488797539,1.403274783,0.154464013,3.164475198,0.001553629,0.034479757,2.808652681
Amz1,83.29364751,-0.738184406,0.599493325,0.252378178,-2.924913757,0.003445517,0.05973946,2.462745603
Angptl3,6291.072195,0.773572363,1.70949756,0.141408347,5.470485848,4.49E-08,1.08E-05,7.347753659
Angptl4,3377.599368,0.374920565,1.296768153,0.200600964,1.86898686,0.061624642,0.360399662,1.210245591
Angptl6,166.6144891,0.685350374,1.608092476,0.200124331,3.424622929,0.000615653,0.01777455,3.210664
Angptl7,14.81333144,0.478671462,1.393459877,0.299034768,1.600721765,0.109438558,0.478056684,0.960829638
Ank2,31.17272423,0.502530996,1.416696769,0.295476934,1.70074526,0.088990832,0.432943961,1.050654733
Ank3,502.4672573,-0.343926004,0.787894296,0.151436898,-2.271084581,0.023141858,0.205078648,1.635601776
Ankle2,410.3691366,0.267893676,1.204048642,0.157996482,1.695567351,0.089967845,0.436200484,1.045912682
Ankra2,109.5946332,0.36411607,1.287092794,0.205668192,1.77040536,0.076659637,0.402407912,1.115433242
Ankrd13b,83.66957404,-0.375440188,0.770870173,0.238474471,-1.574341215,0.115408586,0.489929797,0.93776188
Ankrd27,547.5741078,-0.444489107,0.734844497,0.186398443,-2.38461813,0.017096858,0.169388979,1.767083695
Ankrd33b,519.3759062,0.961549179,1.947399908,0.187988503,5.11493609,3.14E-07,4.88E-05,6.503070352
Ankrd39,66.67695278,-0.455893818,0.729058346,0.235915667,-1.932444012,0.053304726,0.331410262,1.273234285
Ankrd55,21.50418999,-1.158864725,0.447864827,0.29287418,-3.956868869,7.59E-05,0.003589083,4.119758224
Anks6,23.01479907,-0.61876088,0.651230024,0.293770304,-2.106274431,0.035180521,0.263771227,1.453697733
Ano10,287.5975933,-0.394341066,0.7608368,0.185778487,-2.122641181,0.033783931,0.258576331,1.471289819
Antxr1,80.29381846,-0.495241009,0.709443152,0.223661092,-2.214247483,0.026811759,0.224357284,1.571674693
Anxa1,259.2824797,-1.228303942,0.426818927,0.224254527,-5.477276026,4.32E-08,1.06E-05,7.364516253
Anxa13,36.08689014,-0.911993996,0.531450049,0.29185725,-3.124794729,0.001779292,0.037969134,2.749752774
Anxa2,1191.379289,-0.98112623,0.506584124,0.23918227,-4.102002326,4.10E-05,0.002262675,4.387216143
Anxa3,182.7906186,-0.471992532,0.720968168,0.208354258,-2.265336622,0.02349203,0.207312959,1.629079453
Anxa4,999.4979776,-0.600105663,0.659705637,0.181198358,-3.311871408,0.000926741,0.024036883,3.033041623
Anxa5,3699.832943,-0.472174584,0.720877195,0.168765319,-2.79781763,0.005144915,0.077605513,2.288621796
Anxa9,38.95929881,-0.870724447,0.546872171,0.273166498,-3.187522821,0.001434971,0.032641122,2.843156876
Aoah,70.34851993,-0.604438633,0.657727258,0.251181366,-2.406383258,0.016111352,0.163822286,1.792868014
Ap1s1,554.4790208,-0.440937516,0.736655747,0.177116486,-2.489534007,0.012791068,0.140402326,1.893093192
Ap1s2,81.89353549,-0.723591225,0.605588106,0.233433193,-3.099778645,0.001936653,0.040054508,2.712948187
Ap2s1,916.7679053,-0.24631223,0.843048637,0.156335736,-1.575533754,0.115133293,0.489575461,0.938799074
Ap4m1,115.7291099,0.354134703,1.278218704,0.21524188,1.645287168,0.099910605,0.458124049,1.000388411
Apba1,38.4366632,-0.474787708,0.719572667,0.283446461,-1.675052516,0.093923928,0.445840659,1.027223753
Apbb1,24.31677016,-0.489312397,0.712364537,0.285997783,-1.710895767,0.087100356,0.428032025,1.05998007
Apbb1ip,174.0957881,-0.392961018,0.761564947,0.217573041,-1.806110792,0.070901035,0.387859815,1.149347425
Apbb2,194.1780682,-0.284751006,0.820883272,0.177886485,-1.600745588,0.109433279,0.478056684,0.960850588
Apbb3,379.3027815,0.735058214,1.664464631,0.243658548,3.016755298,0.00255496,0.048881321,2.592615895
Apcs,1133.880756,-0.66400496,0.631123846,0.174828606,-3.798033836,0.000145848,0.005946235,3.836099522
Aph1c,90.21781379,-0.744148554,0.597020115,0.237111817,-3.138386619,0.001698806,0.036740209,2.769856214
Apoa2,50622.79222,0.531214437,1.445145183,0.186972609,2.841135066,0.004495327,0.071260704,2.347238711
Apoa4,45763.73411,-0.407688532,0.753830184,0.228926334,-1.780872145,0.07493334,0.398592894,1.125324909
Apoa5,22623.08363,0.390549976,1.31089304,0.129181665,3.023261655,0.002500659,0.048349868,2.601945526
Apob,89077.11698,0.334869105,1.26126297,0.160769321,2.08291671,0.037258816,0.271691288,1.42877095
Apobr,109.915822,-0.728904166,0.603362038,0.229463416,-3.176559382,0.001490333,0.033482634,2.826716682
Apoc1,45882.48997,0.462812075,1.378225614,0.154755553,2.990600766,0.002784292,0.052097297,2.55528522
Apoc3,18461.89729,0.52381057,1.43774774,0.142322505,3.680447929,0.000232825,0.008416642,3.632970388
Apoh,22128.93664,0.391852146,1.31207678,0.156544679,2.503132966,0.012309929,0.136644039,1.909744452
Apol7a,734.7179264,0.397700604,1.317406528,0.19811622,2.007410614,0.04470596,0.301991052,1.349634575
Apol9a,513.53431,0.399068173,1.318655925,0.176415687,2.262090071,0.023691839,0.207930919,1.625401227
Apol9b,611.9585735,0.612385922,1.528785417,0.185261684,3.305518489,0.000948008,0.024347728,3.023187998
Apon,3357.017571,0.413573074,1.331980603,0.146134298,2.830089038,0.004653505,0.072723863,2.332219815
App,2908.90943,-0.388235394,0.764063584,0.192182974,-2.020134176,0.043369472,0.297867507,1.362815865
Aprt,1045.390529,-0.490835337,0.711612946,0.172807536,-2.840358401,0.004506287,0.071282208,2.346181152
Aqp11,366.8534861,0.296392039,1.228069355,0.16039938,1.847837809,0.064625809,0.369992347,1.189594007
Aqp7,13.31912604,-0.51578872,0.699410461,0.297027545,-1.736501303,0.082475234,0.417964995,1.083676444
Ar,180.9720999,0.45988725,1.375434321,0.25334711,1.815245692,0.069486161,0.383930087,1.158101682
Araf,917.868161,0.327797656,1.255095946,0.152778717,2.145571469,0.031907184,0.249274468,1.496111523
Arfgap3,127.7814791,-0.60585486,0.657081915,0.198308986,-3.05510543,0.002249814,0.044580557,2.647853385
Arfgef1,1246.545832,0.344291622,1.269527478,0.160676154,2.14276738,0.032131782,0.250325805,1.493065188
Arg1,30346.11548,0.276946477,1.211627709,0.136787399,2.024649043,0.042903415,0.296421479,1.367508138
Arhgap1,292.0939267,-0.313474522,0.804701417,0.182332596,-1.719245644,0.085569653,0.425879227,1.067680229
Arhgap10,92.91304148,-0.547437537,0.684234362,0.239303176,-2.287631728,0.022158977,0.19927463,1.654450293
Arhgap18,255.9000419,-0.282027513,0.822434384,0.168876572,-1.67002154,0.094915102,0.447602224,1.022664681
Arhgap19,246.1918334,-0.43238022,0.74103818,0.229205746,-1.88642836,0.059237254,0.350778003,1.227405082
Arhgap22,57.713361,-1.400069827,0.378910802,0.261198208,-5.360181599,8.31E-08,1.77E-05,7.080398976
Arhgap25,334.9905524,-0.791458661,0.577759643,0.194862365,-4.061629151,4.87E-05,0.002601933,4.312471039
Arhgap26,138.7249747,0.329826504,1.256862217,0.204487421,1.612942751,0.106756946,0.472701384,0.971603859
Arhgap27,118.0427396,-0.674809506,0.626414926,0.238647777,-2.82763793,0.004689281,0.072975505,2.328893742
Arhgap29,695.6271334,0.24814313,1.187677489,0.154190176,1.609331649,0.107543842,0.474539063,0.968414452
Arhgap30,317.5590912,-0.342340433,0.788760695,0.197867634,-1.730148722,0.083603707,0.420688844,1.077774465
Arhgap33,20.21552739,-0.548745491,0.683614313,0.293778435,-1.867888943,0.061777552,0.36063282,1.209169305
Arhgap44,32.24377956,-0.743065765,0.597468366,0.286232153,-2.596024794,0.009430926,0.116812307,2.025445663
Arhgap9,177.5350497,-0.504842759,0.704737184,0.225931691,-2.234492901,0.025450659,0.217501012,1.594300968
Arhgdia,2901.391248,-0.483284141,0.715347357,0.154087364,-3.136429405,0.001710186,0.036740209,2.766956653
Arhgdib,382.0963289,-0.518175004,0.69825456,0.19626588,-2.640168556,0.00828648,0.107354086,2.081629914
Arhgef12,2723.117251,0.409719792,1.328427774,0.14854397,2.758239139,0.005811367,0.083512219,2.235721697
Arhgef16,113.7190094,-0.693814222,0.618217234,0.215416955,-3.220796716,0.001278348,0.030153415,2.893350904
Arhgef17,122.9201621,-0.480900429,0.716530277,0.208309695,-2.308584001,0.020966677,0.192047485,1.678470395
Arhgef2,331.8719991,-0.463151949,0.725399699,0.226044443,-2.048941985,0.040467788,0.285959373,1.392890534
Arhgef25,35.20389244,-0.698717268,0.616119769,0.277598585,-2.517005868,0.011835686,0.133537838,1.926806565
Arhgef28,12.84276588,-0.603386721,0.658207002,0.292052086,-2.06602435,0.03882618,0.279447766,1.410875336
Arhgef6,139.377306,-0.713572688,0.609808139,0.205010502,-3.480664076,0.000500172,0.015269616,3.300880624
Arhgef7,1098.523854,0.311666108,1.241140213,0.171805829,1.814060149,0.069668466,0.384532567,1.156963752
Arid3a,102.7916106,-0.59315661,0.662890917,0.262123773,-2.262887503,0.023642625,0.207784805,1.626304306
Arl11,105.3693289,-1.201369917,0.434862161,0.224259376,-5.35705546,8.46E-08,1.77E-05,7.072629637
Arl4c,237.5618858,-0.548311112,0.683820173,0.205879844,-2.663257862,0.007738809,0.10244288,2.111325872
Arl6ip5,771.6683611,-0.250239692,0.840756719,0.158051122,-1.583283237,0.113356922,0.485365472,0.945551955
Arl8a,442.5320213,-0.310939373,0.806116707,0.167811787,-1.852905433,0.063895914,0.367354217,1.194526913
Armc8,330.8492008,0.488018172,1.402516916,0.171593416,2.844037863,0.004454575,0.070983794,2.351193725
Armcx4,95.05581849,-0.484721579,0.714634972,0.233859846,-2.072701185,0.038200097,0.276031395,1.417935534
Arpc1b,1174.488522,-0.618078803,0.651537986,0.18889354,-3.272101333,0.001067513,0.026553449,2.971626828
Arpc2,1951.953205,-0.270081835,0.829272505,0.138614145,-1.948443536,0.051361915,0.323988826,1.289358792
Arpc4,916.7464604,-0.339884467,0.790104582,0.151418423,-2.244670505,0.024789293,0.213729822,1.605735859
Arpp19,780.8887408,-0.427406977,0.743597087,0.148482912,-2.878492698,0.003995805,0.065456318,2.398395714
Arrb1,525.7087914,-0.318392163,0.801963142,0.18075659,-1.761441522,0.078163703,0.406126632,1.106994874
Arrdc1,96.16855659,-0.551336782,0.682387544,0.224712618,-2.453519462,0.014146588,0.150186867,1.849348295
Arrdc2,344.6657647,0.630014759,1.547580826,0.263987724,2.386530515,0.017008196,0.16871772,1.769341748
Arsa,867.1967566,-1.135012114,0.455331093,0.13814442,-8.216127099,2.10E-16,3.35E-13,15.67778071
Art4,152.7878894,-0.711085341,0.610860415,0.226446735,-3.140188099,0.001688394,0.036740209,2.7725262
As3mt,1069.274899,0.417625287,1.335727103,0.162526493,2.569582837,0.010182105,0.12307044,1.992162429
Asah1,950.2349813,-0.412087836,0.751534981,0.174967314,-2.355227545,0.018511366,0.178013223,1.732561532
Asap2,382.37454,0.512021385,1.426046855,0.222949242,2.296582752,0.021642584,0.195873056,1.664690888
Asb1,193.634761,0.615444209,1.532029639,0.255537615,2.408429028,0.016021341,0.163036948,1.795301136
Ascc2,288.377172,-0.275957943,0.825901741,0.177434045,-1.555270537,0.119881651,0.498796789,0.921247285
Ascc3,335.6844568,0.376003575,1.297741983,0.182069821,2.065161446,0.038907727,0.279719158,1.40996414
Asgr1,5319.735775,0.238037575,1.179387309,0.144748022,1.644496223,0.100073744,0.458398568,0.999679852
Asgr2,2153.118036,0.312388497,1.241761835,0.173534689,1.800150157,0.071836932,0.390754938,1.143652224
Asic5,54.70742059,0.478742977,1.393528953,0.285282801,1.678134734,0.093320799,0.444353254,1.030021551
Asl,16834.06245,0.583552054,1.498534246,0.150610867,3.874568053,0.000106814,0.004684032,3.971371821
Asns,17.22495067,-1.10134532,0.46608167,0.299566225,-3.676466925,0.000236487,0.008524871,3.626192728
Aspa,77.29757824,0.458723904,1.374325659,0.227659292,2.014957966,0.043909054,0.30000522,1.357445919
Aspdh,1034.335798,0.595974669,1.511493389,0.194675031,3.061382174,0.002203177,0.04406699,2.656950611
Aspg,2435.879554,0.814020654,1.758104291,0.156486836,5.201847487,1.97E-07,3.48E-05,6.705533774
Atad1,668.2521525,0.319152301,1.24759727,0.157653191,2.024394804,0.042929546,0.296441524,1.367243704
Atat1,74.32345035,0.502241543,1.416412561,0.286327282,1.754082042,0.07941645,0.410018718,1.10008953
